chemical.id,bottle.id,conc,plate.id,well,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50
1174,P215706,1,25484,E06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8237696875,0.021701375,0,0,0,0,0,0,16.731753875,0,0,0,0,0,0,0,0,15.3862916875,0,0,24.6744666875,0.41232625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,E07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.815086875,10.7421840625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,E08,0,21.115465625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1276128125,0,0,0,0,0,0,0,0,0,0,32.07463,0,0,0,58.78909,1.497395375,1.019965375,0.1953124375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,E09,0,0,0,0,21.8966934375,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,9.22306875,29.8611040625,0,0,0,0,0,0,0,0,0,0,0,0,30.0130259375,0.651042625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,E10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6710241875,0.021701375,0,0,0,0,0,0,0,36.5885603125,14.8220340625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,E11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,E12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.60591875,0.4991321875,19.0972068125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8177285625,0.5425345,0,29.8177040625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,F01,0,0,0,0,0,19.4661653125,0,0,0,0,0,0,0,0,0,18.9670215625,0,0,0,0,0,34.765603125,0.15190975,0.021701375,0,0,0,0,0,0,0,36.0676965625,0.021701375,24.8047118125,2.2569441875,1.0416666875,0.0651041875,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,F02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.71355625,26.6493028125,0,0,0,0,47.026844375,1.388889125,2.4739579375,0.2387153125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,F03,0,0,0,0,0,0,0,0,0,0,0.021701375,0,29.123253125,0,0,0,0,0,0,0,0,0,0,30.7725704375,0,0,0,0,0,0.6076375,46.137160625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,F04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,39.843721875,45.7465040625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.53821375,0,0,0.021701375,0,0,0,0,0,0
1174,P215706,1,25484,F05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.08854125,0,0,0,0,0,0,0,0,32.530378125,22.7430353125,26.8880244375,0.04340275,0,0,0,0,0,0,0,0,0,0,0,44.053815625,10.0911475625,0,0
1174,P215706,1,25484,F06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0139,6.0112865,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,F07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.549482625,1.931425,0,0,0,0,0,0,0,33.789053125,4.6223978125,0.086805625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,F08,0,0,0,0,0,0,0,0,9.092875,8.8975695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.078115625,22.2439305625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,F09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.592865625,4.4270791875,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,F10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5815809375,0.6944444375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,F11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.55987725,0,0,0,0,0,0,0,0,0,0,22.048628125,0,0,0.021701375,0,0,0.5642375,38.5850509375,5.099824875,11.7404568125,0.173611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,F12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.28646875,27.799495875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6545375,9.76562525,1.3888881875,0.520831875,0,0,0,0,0,0,0,0
1174,P215706,1,25485,E01,0,0,0,0,0,0,0,0,32.76906875,3.2552054375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9366259375,0.108506875,0,24.11021875,27.9947893125,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25485,E02,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,36.306428125,0.62934025,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4123228125,0,48.0034459375,52.365446875,1.7578149375,0.108506875,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25485,E03,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,38.25956875,29.557273875,0.2604168125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25485,E04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.931407625,0.7812498125,0.108507,0,0,0,0,0,0,0,33.3767271875,0,22.048611875,10.503475,0.32552075,0.4774303125,0.412326125,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25485,E05,0,0,0,0,0,0.6076375,20.9635034375,0,0,0,0,0,0,2.495659375,52.039918125,0.49913175,0.8246529375,0.1302081875,0,0,0,0,0,0,19.48785,0,0,0,16.27607625,13.51995625,0,0,35.6336746875,0.04340275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25485,E06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8333271875,0,0,0,0,0,0,0,0,0,21.18053125,2.777775625,0,0,0,18.250868125,0,0,0,0,24.088534375,15.907133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25485,E07,0,0,0,0,1.45399375,34.9175478125,0,0,0,0,0,24.826416875,0,0,0,0,0,0,0,0,0,0,35.1996340625,0,0,0,0,0,0,0,0,0.108506875,21.24565,0,0,0,0,0,0,0,0,0,0,0,0,21.31078125,21.506071875,5.49045125,0,0
1174,P215706,1,25485,E08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.85678125,6.5972228125,5.1432309375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25485,E09,20.8333149375,0,0,0,0,0,0,0,0,16.818569375,21.3107540625,2.4956598125,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,41.579842,0,0,0,0,0,0,0,56.7708228125,0.1302084375,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0.021701375
1174,P215706,1,25485,E10,0,11.870665625,2.1701375,0,0,0,0,0,0,0,0,0,0,17.86025,0.86805625,0,0,9.201384375,21.788190625,0,0,0,0,0,0,0,0,0,0,25.7378228125,2.625865625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25485,E11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7951246875,0,0,0,0,0.36892325,4.94791825,0.1519098125,0,0,0,0,0,0,0,11.8706491875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25485,E12,0,0,0,0,0,0,0,0,0,0,0,0,38.585092625,0.04340275,0,0,0,31.098084375,0.1736110625,0,0,0,0,0,0,0,0,0,0,0,16.8185590625,0,0,0,0,27.387198125,7.6605916875,0.412326375,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25485,F01,0,38.151053125,0.4123265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5502928125,0.130208375,0,0,0,0,0,0,0,0,0,0,0,0,20.941851875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25485,F02,0,27.322040625,6.3151004375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.38542625,0.2604165,0.021701375,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25485,F03,0,0,0,0,0,0,0,0,0,0,0,0,0,27.170153125,0.6727425625,1.4322913125,0.4557288125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.150175,58.159751875,1.171876125,6.640621875,21.63628125,3.7109378125,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25485,F04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.559883125,0,0,0,28.7326353125,0.0651041875,0,0,0,0,0,0,0,0,0,0,0,20.03040625,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0.021701375,0
1174,P215706,1,25485,F05,23.415774375,0,0,0,0,0.021701375,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.901925,0,0,0,0,0,0,0.5642375,46.35415625,0.7595484375,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25485,F06,3.6024325,0,0,0,0,0,0.021701375,0.108506875,44.552915625,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,13.845490625,15.53821075,0,0,0,0,0,0,0,0,10.95919375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25485,F07,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434028125,0,0,0,0,0.021701375,0.0434028125,0,0,0.130208125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25485,F08,0,0,0,0,0,0,0,0,0,0,25.62934375,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,20.681440625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.182295125,0,0
1174,P215706,1,25485,F09,0,0,0,0,29.144975,1.128472125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1901115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25485,F10,0,0,0,0,0,0,0,0,0,18.532978125,0,0,0,24.2621461875,0,0,0,0,0,11.9357625,16.4496780625,0,0,0,0,0,0,0,0,0,0,27.7994540625,0.4557291875,37.868898125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25485,F11,0,0,0,0,0,0,23.0251828125,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,15.429701375,4.904515,0,0,0,0,0,0,0,0,16.40625,21.80986875,55.77256875,8.8758729375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25485,F12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5833403125,16.0590416875,10.8941045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,5,25484,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9982625,14.995665625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,5,25484,C02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,20.20398125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
